04_CONSTRAINT,JN_PROSTOR,JN_PROSTOR_PK,1,PRO_ID,P,P,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PROSTOR,JN_PROSTOR_PK,2,JN_REV_NUM,P,P,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PROSTOR,SYS_C00101590,,PRO_ID,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PROSTOR,SYS_C00101591,,DST_SID,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PROSTOR,SYS_C00101592,,JN_REV_NUM,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
05_INDEX,JN_PROSTOR,JN_PROSTOR_PK_JNFT_IX,1,PRO_ID,PRO_ID,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PROSTOR,JN_PROSTOR_PK_JNFT_IX,2,JN_REV_NUM,JN_REV_NUM,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PROSTOR,JN_PROSTOR_PK_JNFT_IX,3,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PROSTOR,JN_PROSTOR_PK_JNF_IX,1,PRO_ID,PRO_ID,,,,UNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PROSTOR,JN_PROSTOR_PK_JNF_IX,2,JN_REV_NUM,JN_REV_NUM,,,,UNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PROSTOR,JN_PROSTOR_REV_IDX,1,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
01_OBJECT,JN_STAVBA,,,,,,,,TABLE,VALID,2026-07-24 09:37:32,
02_TABLE,JN_STAVBA,,,,,,,,3246415,113,2026-07-24 21:01:01,
03_COLUMN,JN_STAVBA,,1,STA_SID,"NUMBER(12,0)",,,,N,22,,Identifikator stavbe (stavba) 
03_COLUMN,JN_STAVBA,,2,KO_SIFKO,"NUMBER(4,0)",,,,N,22,,Sifra katasterske obcine
03_COLUMN,JN_STAVBA,,3,STEV_ST,"NUMBER(11,0)",,,,N,22,,Stevilka stanovanja
03_COLUMN,JN_STAVBA,,4,ST_ETAZ,"NUMBER(2,0)",,,,Y,22,,Številka etaz
03_COLUMN,JN_STAVBA,,5,LETO_IZG_STA,"NUMBER(4,0)",,,,Y,22,,Leto izg sta
03_COLUMN,JN_STAVBA,,6,LETO_OBN_STREHE,"NUMBER(4,0)",,,,Y,22,,Leto obn strehe
03_COLUMN,JN_STAVBA,,7,LETO_OBN_FASADE,"NUMBER(4,0)",,,,Y,22,,Leto obn fasade
03_COLUMN,JN_STAVBA,,8,ID_KONSTRUKCIJA,"NUMBER(12,0)",,,,Y,22,,Identifikator konstrukcija
03_COLUMN,JN_STAVBA,,9,IMA_VODOVOD_DN,"NUMBER(1,0)",,,,Y,22,,Ima vodovod
03_COLUMN,JN_STAVBA,,10,IMA_ELEKTRIKO_DN,"NUMBER(1,0)",,,,Y,22,,Ima elektriko
03_COLUMN,JN_STAVBA,,11,IMA_KANALIZACIJO_DN,"NUMBER(1,0)",,,,Y,22,,Ima kanalizacijo
03_COLUMN,JN_STAVBA,,12,IMA_PLIN_DN,"NUMBER(1,0)",,,,Y,22,,Ima kanalizacijo dn
03_COLUMN,JN_STAVBA,,13,ID_TIP_STAVBE,"NUMBER(12,0)",,,,Y,22,,Identifikator Tip stavbe
03_COLUMN,JN_STAVBA,,14,CENX,"NUMBER(28,9)",,,,Y,22,,Centroid x
03_COLUMN,JN_STAVBA,,15,CENY,"NUMBER(28,9)",,,,Y,22,,Centroid y
03_COLUMN,JN_STAVBA,,16,CENTROID,SDO_GEOMETRY,,,,Y,1,,Centroid
03_COLUMN,JN_STAVBA,,17,ST_STANOVANJ,"NUMBER(5,0)",,,,Y,22,,Številka stanovanj
03_COLUMN,JN_STAVBA,,18,ST_POSLOVNIH_PROSTOROV,"NUMBER(5,0)",,,,Y,22,,Številka poslovnih prostorov
03_COLUMN,JN_STAVBA,,19,JN_REV_NUM,"NUMBER(12,0)",,,,N,22,,Stevilka revizije spremembe
03_COLUMN,JN_STAVBA,,20,JN_REV_NUM_TO,"NUMBER(12,0)",,,,Y,22,,Jn rev num to
03_COLUMN,JN_STAVBA,,21,JN_REV_NUM_PREV,"NUMBER(12,0)",,,,Y,22,,Jn rev num prev
03_COLUMN,JN_STAVBA,,22,JN_STATUS,CHAR(1 BYTE),,,,Y,1,,Jn Status
03_COLUMN,JN_STAVBA,,23,POV_STAVBE,"NUMBER(10,2)",,,,Y,22,,Pov stavbe
03_COLUMN,JN_STAVBA,,24,ZPS_STAVBA,"NUMBER(10,2)",,,,Y,22,,Zps stavba
03_COLUMN,JN_STAVBA,,25,OB_MID,"NUMBER(8,0)",,,,Y,22,,Identifikator zapisa obcine
03_COLUMN,JN_STAVBA,,26,EID,"NUMBER(20,0)",,,,Y,22,,Eid
04_CONSTRAINT,JN_STAVBA,JN_STAVBA_PK,1,STA_SID,P,P,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_STAVBA,JN_STAVBA_PK,2,JN_REV_NUM,P,P,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_STAVBA,SYS_C00101673,,STA_SID,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_STAVBA,SYS_C00101674,,KO_SIFKO,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_STAVBA,SYS_C00101675,,STEV_ST,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_STAVBA,SYS_C00101676,,JN_REV_NUM,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
05_INDEX,JN_STAVBA,JN_STAVBA_KOSTEVSTREV_IX,1,KO_SIFKO,KO_SIFKO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_STAVBA,JN_STAVBA_KOSTEVSTREV_IX,2,STEV_ST,STEV_ST,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_STAVBA,JN_STAVBA_KOSTEVSTREV_IX,3,JN_REV_NUM,JN_REV_NUM,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_STAVBA,JN_STAVBA_KOSTEVSTREV_IX,4,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_STAVBA,JN_STAVBA_KOSTEVSTSTASID_IX,1,KO_SIFKO,KO_SIFKO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_STAVBA,JN_STAVBA_KOSTEVSTSTASID_IX,2,STEV_ST,STEV_ST,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_STAVBA,JN_STAVBA_KOSTEVSTSTASID_IX,3,STA_SID,STA_SID,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_STAVBA,JN_STAVBA_PK_JNFT_IX,1,STA_SID,STA_SID,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_STAVBA,JN_STAVBA_PK_JNFT_IX,2,JN_REV_NUM,JN_REV_NUM,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_STAVBA,JN_STAVBA_PK_JNFT_IX,3,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_STAVBA,JN_STAVBA_PK_JNF_IX,1,STA_SID,STA_SID,,,,UNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_STAVBA,JN_STAVBA_PK_JNF_IX,2,JN_REV_NUM,JN_REV_NUM,,,,UNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_STAVBA,JN_STAVBA_REV_IDX,1,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_STAVBA,JN_STAVBA_REV_IX,1,JN_REV_NUM,JN_REV_NUM,,,,NONUNIQUE,FUNCTION-BASED NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_STAVBA,JN_STAVBA_REV_IX,2,SYS_NC00034$,SYS_NC00034$,,,,NONUNIQUE,FUNCTION-BASED NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
06_LOB,JN_STAVBA,SYS_LOB0001053905C00022$$,,"""CENTROID"".""SDO_ELEM_INFO""",SYS_LOB0001053905C00022$$,,,,YES,YES,YES,TABLESPACE=EV_TS
06_LOB,JN_STAVBA,SYS_LOB0001053905C00023$$,,"""CENTROID"".""SDO_ORDINATES""",SYS_LOB0001053905C00023$$,,,,YES,YES,YES,TABLESPACE=EV_TS
01_OBJECT,PARC_PRIPIS_PODATKI,,,,,,,,TABLE,VALID,2026-07-24 09:37:27,
02_TABLE,PARC_PRIPIS_PODATKI,,,,,,,,8584239,121,2026-07-21 21:03:10,
03_COLUMN,PARC_PRIPIS_PODATKI,,1,ID,VARCHAR2(25 CHAR),,,,N,100,,Identifikator tabele
03_COLUMN,PARC_PRIPIS_PODATKI,,2,CREATED_AT,TIMESTAMP(6),,,,Y,11,DEFAULT EXISTS; LENGTH=12,Kreirano
03_COLUMN,PARC_PRIPIS_PODATKI,,3,PC_MID,"NUMBER(28,0)",,,,Y,22,,Identifikator parcele
03_COLUMN,PARC_PRIPIS_PODATKI,,4,EID,VARCHAR2(20 CHAR),,,,Y,80,,Eid
03_COLUMN,PARC_PRIPIS_PODATKI,,5,ID_MODEL,VARCHAR2(10 CHAR),,,,Y,40,,Identifikator model
03_COLUMN,PARC_PRIPIS_PODATKI,,6,ERROR_MSG,VARCHAR2(1000 BYTE),,,,Y,1000,,Error msg
03_COLUMN,PARC_PRIPIS_PODATKI,,7,RAVEN,"NUMBER(4,0)",,,,Y,22,,Raven
03_COLUMN,PARC_PRIPIS_PODATKI,,8,CONA_IME,VARCHAR2(50 BYTE),,,,Y,50,,Cona Ime
03_COLUMN,PARC_PRIPIS_PODATKI,,9,IZMERA,"NUMBER(12,2)",,,,Y,22,,Izmera
03_COLUMN,PARC_PRIPIS_PODATKI,,10,POVR_HME,"NUMBER(12,2)",,,,Y,22,,Povr hme
03_COLUMN,PARC_PRIPIS_PODATKI,,11,VT_HME_M2,"NUMBER(12,2)",,,,Y,22,,Vt hme m2
03_COLUMN,PARC_PRIPIS_PODATKI,,12,POVR_VIN,"NUMBER(12,2)",,,,Y,22,,Povr vin
03_COLUMN,PARC_PRIPIS_PODATKI,,13,VT_VIN_M2,"NUMBER(12,2)",,,,Y,22,,Vt vin m2
03_COLUMN,PARC_PRIPIS_PODATKI,,14,POVR_SAD,"NUMBER(12,2)",,,,Y,22,,Povr sad
03_COLUMN,PARC_PRIPIS_PODATKI,,15,VT_SAD_M2,"NUMBER(12,2)",,,,Y,22,,Vt sad m2
03_COLUMN,PARC_PRIPIS_PODATKI,,16,POVR_OLJ,"NUMBER(12,2)",,,,Y,22,,Povr olj
03_COLUMN,PARC_PRIPIS_PODATKI,,17,VT_OLJ_M2,"NUMBER(12,2)",,,,Y,22,,Vt olj m2
03_COLUMN,PARC_PRIPIS_PODATKI,,18,VT_Z_M2,"NUMBER(12,2)",,,,Y,22,,Vt z m2
03_COLUMN,PARC_PRIPIS_PODATKI,,19,BONITETA,"NUMBER(12,2)",,,,Y,22,,Boniteta
03_COLUMN,PARC_PRIPIS_PODATKI,,20,F_BON,"NUMBER(12,2)",,,,Y,22,,F bon
03_COLUMN,PARC_PRIPIS_PODATKI,,21,RK,"NUMBER(12,2)",,,,Y,22,,Rk
03_COLUMN,PARC_PRIPIS_PODATKI,,22,F_RK,"NUMBER(12,2)",,,,Y,22,,F rk
03_COLUMN,PARC_PRIPIS_PODATKI,,23,ODPRTOST,"NUMBER(12,2)",,,,Y,22,,Odprtost
03_COLUMN,PARC_PRIPIS_PODATKI,,24,F_ODP,"NUMBER(12,2)",,,,Y,22,,F odp
03_COLUMN,PARC_PRIPIS_PODATKI,,25,F_POVR,"NUMBER(12,2)",,,,Y,22,,F povr
03_COLUMN,PARC_PRIPIS_PODATKI,,26,POVR_A,"NUMBER(12,2)",,,,Y,22,,Povr a
03_COLUMN,PARC_PRIPIS_PODATKI,,27,VT_A_M2,"NUMBER(12,2)",,,,Y,22,,Vt a m2
03_COLUMN,PARC_PRIPIS_PODATKI,,28,POVR_B,"NUMBER(12,2)",,,,Y,22,,Povr b
03_COLUMN,PARC_PRIPIS_PODATKI,,29,VT_B_M2,"NUMBER(12,2)",,,,Y,22,,Vt b m2
03_COLUMN,PARC_PRIPIS_PODATKI,,30,POVR_C,"NUMBER(12,2)",,,,Y,22,,Povr c
03_COLUMN,PARC_PRIPIS_PODATKI,,31,VT_C_M2,"NUMBER(12,2)",,,,Y,22,,Vt c m2
03_COLUMN,PARC_PRIPIS_PODATKI,,32,POVR_D,"NUMBER(12,2)",,,,Y,22,,Povr d
03_COLUMN,PARC_PRIPIS_PODATKI,,33,VT_D_M2,"NUMBER(12,2)",,,,Y,22,,Vt d m2
03_COLUMN,PARC_PRIPIS_PODATKI,,34,POVR_E,"NUMBER(12,2)",,,,Y,22,,Povr e
03_COLUMN,PARC_PRIPIS_PODATKI,,35,VT_E_M2,"NUMBER(12,2)",,,,Y,22,,Vt e m2
03_COLUMN,PARC_PRIPIS_PODATKI,,36,POVR_F,"NUMBER(12,2)",,,,Y,22,,Povr f
03_COLUMN,PARC_PRIPIS_PODATKI,,37,VT_F_M2,"NUMBER(12,2)",,,,Y,22,,Vt f m2
03_COLUMN,PARC_PRIPIS_PODATKI,,38,POVR_G,"NUMBER(12,2)",,,,Y,22,,Povr g
03_COLUMN,PARC_PRIPIS_PODATKI,,39,VT_G_M2,"NUMBER(12,2)",,,,Y,22,,Vt g m2
03_COLUMN,PARC_PRIPIS_PODATKI,,40,POVR_H,"NUMBER(12,2)",,,,Y,22,,Povr h
03_COLUMN,PARC_PRIPIS_PODATKI,,41,VT_H_M2,"NUMBER(12,2)",,,,Y,22,,Vt h m2
03_COLUMN,PARC_PRIPIS_PODATKI,,42,POVR_VOD,"NUMBER(12,2)",,,,Y,22,,Povr vod
03_COLUMN,PARC_PRIPIS_PODATKI,,43,VT_VOD_M2,"NUMBER(12,2)",,,,Y,22,,Vt vod m2
03_COLUMN,PARC_PRIPIS_PODATKI,,44,POVR_POZ,"NUMBER(12,2)",,,,Y,22,,Povr poz
03_COLUMN,PARC_PRIPIS_PODATKI,,45,VT_POZ_M2,"NUMBER(12,2)",,,,Y,22,,Vt poz m2
03_COLUMN,PARC_PRIPIS_PODATKI,,46,JN_REV_NUM,"NUMBER(12,0)",,,,N,22,,Stevilka revizije spremembe
03_COLUMN,PARC_PRIPIS_PODATKI,,47,F_ODD,"NUMBER(12,2)",,,,Y,22,,F odd
03_COLUMN,PARC_PRIPIS_PODATKI,,48,VPLIVI,VARCHAR2(1000 CHAR),,,,Y,4000,,Vplivi
03_COLUMN,PARC_PRIPIS_PODATKI,,49,VREDNOST,"NUMBER(12,2)",,,,Y,22,,Vrednost
04_CONSTRAINT,PARC_PRIPIS_PODATKI,SYS_C00101828,,ID,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,PARC_PRIPIS_PODATKI,SYS_C00101829,,JN_REV_NUM,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,PARC_PRIPIS_PODATKI,SYS_C00102670,1,ID,P,P,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
05_INDEX,PARC_PRIPIS_PODATKI,SYS_C0034999,1,ID,ID,,,,UNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
