fid,koda_obm,nv_status,ime_obm,nv_kratka_oznaka,nv_zvrsti,nv_pomen,nv_rezim_vstop,nv_koord_e,nv_koord_n,geometry
ZOS_NV_PNT_JAME.17686,51894,,Azimut,Poševno ali stopnjasto brezno,geomorfp,državni,3,398974,73357,POINT (398974.4356 73357.0416000001)
ZOS_NV_PNT_JAME.17693,51901,,Kozliček,Brezno,geomorfp,državni,3,498453,41777,POINT (498453.0381 41777.3900000006)
ZOS_NV_PNT_JAME.17698,51906,,Sončnica,Vodoravna jama,geomorfp,državni,3,426316,130754,POINT (426316.0925 130753.724199999)
ZOS_NV_PNT_JAME.17705,51913,,Viševniški dimnik 1,Vodoravna jama,geomorfp,državni,3,415309,136150,POINT (415308.9274 136150.020199999)
ZOS_NV_PNT_JAME.17712,51920,,Brezno jelenčka Nika,Poševno ali stopnjasto brezno,geomorfp,državni,3,446584,85139,POINT (446583.5744 85138.5606999993)
ZOS_NV_PNT_JAME.17724,51932,,Brezno pod Dolgim rovtom 1,Brezno,geomorfp,državni,3,433572,131519,POINT (433572.2881 131518.556299999)
ZOS_NV_PNT_JAME.15167,49375,,K 10C (Kanin),Brezno,geomorfp,državni,3,381967,134578,POINT (381967.4528 134577.527799999)
ZOS_NV_PNT_JAME.15171,49379,,Mala jama severno od Golca,Brezno,geomorfp,državni,3,427377,43529,POINT (427376.5974 43529.2564000003)
ZOS_NV_PNT_JAME.15176,49384,,Jama pri Rodiku,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,419033,53397,POINT (419032.6168 53397.4181999993)
ZOS_NV_PNT_JAME.15186,49394,,Fndalna,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,413218,80214,POINT (413217.882 80213.8530999999)
ZOS_NV_PNT_JAME.15190,49398,,Florjanova jama,Brezno,geomorfp,državni,3,483721,75029,POINT (483720.5801 75028.5439999998)
ZOS_NV_PNT_JAME.15208,49416,,Brezno v ovinku Logaške ceste,Brezno,geomorfp,državni,3,445022,83787,POINT (445021.5236 83786.5603)
ZOS_NV_PNT_JAME.15215,49423,,Rdeči kamen 9,Brezno,geomorfp,državni,3,496911,65416,POINT (496911.4495 65416.4285000004)
ZOS_NV_PNT_JAME.15222,49430,,Brezno 2 na Sovji steni,Brezno,geomorfp,državni,3,501726,59954,POINT (501726.2993 59954.4609999992)
ZOS_NV_PNT_JAME.15228,49436,,Cvetna jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,507909,61171,POINT (507909 61171)
ZOS_NV_PNT_JAME.15235,49443,,Lp 12 (Lipica),Brezno,geomorfp,državni,3,412348,59337,POINT (412347.6153 59336.5636999998)
ZOS_NV_PNT_JAME.15241,49449,,Jelenov grob na Židovcu,Brezno,geomorfp,državni,3,507374,45611,POINT (507374.2553 45611.2521000002)
ZOS_NV_PNT_JAME.18965,53173,,Svižčeva jama,"Spodmol, kevdrc",geomorfp,državni,3,417633,138235,POINT (417633 138235)
ZOS_NV_PNT_JAME.15412,49620,,Smrdeča štirna,Brezno,geomorfp,državni,3,518385,69878,POINT (518385 69878)
ZOS_NV_PNT_JAME.15422,49630,,Brikova jama,Brezno,geomorfp,državni,3,405058,68763,POINT (405057.5266 68762.8024000004)
ZOS_NV_PNT_JAME.15426,49634,,Pecovo brezno pod Medvejkom,Poševno ali stopnjasto brezno,geomorfp,državni,3,409443,64441,POINT (409442.6019 64440.6776999999)
ZOS_NV_PNT_JAME.15431,49639,,Hermanov brlog,"Spodmol, kevdrc",geomorfp,državni,3,441943,81577,POINT (441943.4498 81576.5462999996)
ZOS_NV_PNT_JAME.15436,49644,,Luknja pri Klancu,Vodoravna jama,geomorfp,državni,3,416254,51064,POINT (416253.5585 51064.4291999992)
ZOS_NV_PNT_JAME.15442,49650,,Usad v Pušči,Brezno,geomorfp,državni,3,447415,79820,POINT (447415 79820)
ZOS_NV_PNT_JAME.15448,49656,,Brezno 3 v Velikem dolu,Poševno ali stopnjasto brezno,geomorfp,državni,3,411553,71610,POINT (411553 71610)
ZOS_NV_PNT_JAME.15455,49663,,Navihana malina,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,424264,123906,POINT (424263.9487 123905.6351)
ZOS_NV_PNT_JAME.15460,49668,,Hajnovca,"Jama z breznom in etažami, poševna jama",geomorfp,državni,2,426045,45375,POINT (426044.6033 45375.2785999998)
ZOS_NV_PNT_JAME.15467,49675,,Brezno Kladu padu,Brezno,geomorfp,državni,3,533937,77313,POINT (533937.1847 77312.7418000009)
ZOS_NV_PNT_JAME.15474,49682,,Tadejevo brezno,Brezno,geomorfp,državni,3,510012,50175,POINT (510012.3132 50175.2236000001)
ZOS_NV_PNT_JAME.15479,49687,,Jama 2 nad Frnažo,"Spodmol, kevdrc",geomorfp,državni,3,416591,50101,POINT (416590.5485 50101.4211999997)
ZOS_NV_PNT_JAME.15486,49694,,Razpoka nad Žmitkom,Vodoravna jama,geomorfp,državni,3,460855,140149,POINT (460854.9297 140148.912799999)
ZOS_NV_PNT_JAME.15493,49701,,Slapšakova jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,501210,83662,POINT (501209.987 83662.2546999995)
ZOS_NV_PNT_JAME.19208,53416,,Mavrična jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,409405,129748,POINT (409405 129748)
ZOS_NV_PNT_JAME.19218,53426,,Brezno pri Novem Taboru,Brezno,geomorfp,državni,3,507902,59965,POINT (507902 59965)
ZOS_NV_PNT_JAME.19222,53430,,Balentovo brezno,Brezno,geomorfp,državni,3,500326,65465,POINT (500326 65465)
ZOS_NV_PNT_JAME.19227,53435,,Lj 16 (Kanin),Brezno s snegom,geomorfp,državni,3,382322,133953,POINT (382322 133953)
ZOS_NV_PNT_JAME.19231,53439,,V jami je zmaj,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,414262,122290,POINT (414262 122290)
ZOS_NV_PNT_JAME.19236,53444,,Lj 4 (Kanin),Brezno s stalnim ledom,geomorfp,državni,3,382179,134003,POINT (382179 134003)
ZOS_NV_PNT_JAME.9914,44122,,Brezno 10 pod Debelim vrhom,Brezno,geomorfp,državni,3,409589,134168,POINT (409588.7554 134168.035700001)
ZOS_NV_PNT_JAME.9919,44127,,Jama 15 pod Debelim vrhom,Brezno s snegom,geomorfp,državni,3,409609,134028,POINT (409608.7525 134028.034299999)
ZOS_NV_PNT_JAME.9925,44133,,Brezno 21 pod Debelim vrhom,Poševno ali stopnjasto brezno,geomorfp,državni,3,409499,133838,POINT (409498.7457 133838.0339)
ZOS_NV_PNT_JAME.9932,44140,,Burkeljčeva jama 1,Vodoravna jama,geomorfp,državni,3,508180,118635,POINT (508180.0419 118635.417199999)
ZOS_NV_PNT_JAME.9946,44154,,Milanovo brezno,Poševno ali stopnjasto brezno,geomorfp,državni,3,504728,72358,POINT (504728 72358)
ZOS_NV_PNT_JAME.9952,44160,,Čakovcovo brezno,Brezno,geomorfp,državni,3,441953,82987,POINT (441953.466 82986.5943)
ZOS_NV_PNT_JAME.9964,44172,,Kompanov kevder,"Spodmol, kevdrc",geomorfp,državni,3,452629,119617,POINT (452629.4033 119616.908399999)
ZOS_NV_PNT_JAME.11217,45425,,Pečina pri Botlivcu,Vodoravna jama,geomorfp,državni,3,520311,53447,POINT (520310.5023 53447.0514000002)
ZOS_NV_PNT_JAME.11222,45430,,Brezno pri Trdogojnu 1,Poševno ali stopnjasto brezno,geomorfp,državni,3,427768,87817,POINT (427768.3251 87816.8112000003)
ZOS_NV_PNT_JAME.11232,45440,,Prag 1,Brezno,geomorfp,državni,3,472642,134611,POINT (472642 134611)
ZOS_NV_PNT_JAME.11236,45444,,Brezno 1 na Petrovem hribu,Poševno ali stopnjasto brezno,geomorfp,državni,3,498406,49834,POINT (498406 49834)
ZOS_NV_PNT_JAME.11241,45449,,Udorna jama na Cinku,Vodoravna jama,geomorfp,državni,3,497028,64435,POINT (497028 64435)
ZOS_NV_PNT_JAME.11246,45454,,Grmovo brezno,Brezno,geomorfp,državni,3,497214,62502,POINT (497214 62502)
ZOS_NV_PNT_JAME.11259,45467,,Brezno na vzhodnem pobočju skalne grmade,Poševno ali stopnjasto brezno,geomorfp,državni,3,500162,64357,POINT (500162 64357)
ZOS_NV_PNT_JAME.11267,45475,,Cink 2,Brezno,geomorfp,državni,3,498644,63366,POINT (498644 63366)
ZOS_NV_PNT_JAME.11273,45481,,P-15 (Skutnik),Brezno,geomorfp,državni,3,396528,127638,POINT (396528.4641 127638.2675)
ZOS_NV_PNT_JAME.11278,45486,,Brezno vprašaj (Skutnik),Poševno ali stopnjasto brezno,geomorfp,državni,3,396718,127873,POINT (396718.4682 127873.2667)
ZOS_NV_PNT_JAME.6010,40218,,Markonova jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,461259,111297,POINT (461259.3021 111296.581800001)
ZOS_NV_PNT_JAME.6020,40228,,Jama 2 v oddelku 22,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,445585,82202,POINT (445585 82202)
ZOS_NV_PNT_JAME.6028,40236,,Veliki Zjot,"Jama z breznom in etažami, poševna jama",geomorfp,državni,2,509931,47404,POINT (509931 47404)
ZOS_NV_PNT_JAME.6036,40244,,Brezno v borovcih,Brezno,geomorfp,državni,3,440450,68533,POINT (440450 68533)
ZOS_NV_PNT_JAME.6213,40421,,Klobasarjeva jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,500229,72985,POINT (500228.7043 72985.2562000006)
ZOS_NV_PNT_JAME.6218,40426,,Jama ob cesti Jama-Lešče,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,496303,73541,POINT (496303 73541)
ZOS_NV_PNT_JAME.6223,40431,,Gozdna jama,Brezno,geomorfp,državni,3,497470,72236,POINT (497470 72236)
ZOS_NV_PNT_JAME.6227,40435,,Jama 2 pod Dednim vrhom,Brezno,geomorfp,državni,3,497377,71363,POINT (497377 71363)
ZOS_NV_PNT_JAME.6237,40445,,Lazarjeva jama,Vodoravna jama,geomorfp,državni,3,488917,73510,POINT (488917 73510)
ZOS_NV_PNT_JAME.6241,40449,,Severjeva jama,Brezno,geomorfp,državni,3,492029,72885,POINT (492028.6171 72885.3403999992)
ZOS_NV_PNT_JAME.19447,53655,,Jama v Hrenovem Novem lazu,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,481136,74927,POINT (481136 74927)
ZOS_NV_PNT_JAME.15746,49954,,K25-110 (Komen),"Spodmol, kevdrc",geomorfp,državni,3,398294,78924,POINT (398293.5545 78924.1800999995)
ZOS_NV_PNT_JAME.19458,53666,,BRT 6 (Britmanca),"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,437228,124224,POINT (437228 124224)
ZOS_NV_PNT_JAME.19463,53671,,Javorniška jama,Brezno,geomorfp,državni,3,445446,122062,POINT (445446 122062)
ZOS_NV_PNT_JAME.19472,53680,,Prepadno brezno pod Bolvikom,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,493301,45462,POINT (493301 45462)
ZOS_NV_PNT_JAME.19477,53685,,Brezno pri bunkerju 44,Brezno,geomorfp,državni,3,503463,61788,POINT (503463 61788)
ZOS_NV_PNT_JAME.19482,53690,,Cinkarica 5,Brezno,geomorfp,državni,3,499197,62699,POINT (499197 62699)
ZOS_NV_PNT_JAME.19486,53694,,Cinkarica 9,Brezno,geomorfp,državni,3,498005,62865,POINT (498005 62865)
ZOS_NV_PNT_JAME.19490,53698,,Turkova draga 4,Brezno,geomorfp,državni,3,496103,43437,POINT (496103 43437)
ZOS_NV_PNT_JAME.19495,53703,,Zadrški kal 7,Brezno,geomorfp,državni,3,503753,45677,POINT (503753 45677)
ZOS_NV_PNT_JAME.19500,53708,,Brezno 3 v Ferdrenški gmajni,Brezno,geomorfp,državni,3,497378,42834,POINT (497378 42834)
ZOS_NV_PNT_JAME.19506,53714,,Jama na Pungertu,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,501407,69386,POINT (501407 69386)
ZOS_NV_PNT_JAME.19512,53720,,Jelenica 1,Brezno,geomorfp,državni,3,502231,60858,POINT (502231 60858)
ZOS_NV_PNT_JAME.19517,53725,,Pod Bukovim vrhom,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,496754,71627,POINT (496754 71627)
ZOS_NV_PNT_JAME.19535,53743,,Brezno pod Glavo nad Livkom,Brezno,geomorfp,državni,3,390026,119009,POINT (390026 119009)
ZOS_NV_PNT_JAME.16921,51129,,Brezno MOGM 10 (Možnica),Brezno s snegom,geomorfp,državni,3,387085,139377,POINT (387085.4533 139376.5655)
ZOS_NV_PNT_JAME.16926,51134,,Brezno MOGM 15 (Možnica),Brezno,geomorfp,državni,3,387067,139369,POINT (387067.4533 139368.565400001)
ZOS_NV_PNT_JAME.16931,51139,,Gorjanka,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,412845,89861,POINT (412845.0257 89860.9813999999)
ZOS_NV_PNT_JAME.16935,51143,,Brezno pri Strmecu 5,Brezno,geomorfp,državni,3,430781,131704,POINT (430781.212 131703.653100001)
ZOS_NV_PNT_JAME.16940,51148,,JX,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,410265,94674,POINT (410265.0584 94674.1100999992)
ZOS_NV_PNT_JAME.16944,51152,,Brezno 7 ob Jazbec cesti,Brezno,geomorfp,državni,3,497223,63819,POINT (497223 63819)
ZOS_NV_PNT_JAME.16950,51158,,Brezno 3 pod Svetim Križem,Poševno ali stopnjasto brezno,geomorfp,državni,3,509660,48991,POINT (509660.2985 48991.2277000006)
ZOS_NV_PNT_JAME.16958,51166,,BV brezno,Brezno,geomorfp,državni,3,507091,46093,POINT (507091.2534 46093.2674000002)
ZOS_NV_PNT_JAME.16971,51179,,Kraljevi kamen 8,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,496989,62614,POINT (496989.3548 62613.5035999995)
ZOS_NV_PNT_JAME.16976,51184,,Zijalo nad Bistrico,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,509740,47683,POINT (509740 47683)
ZOS_NV_PNT_JAME.20047,54255,,Jelenica 10,Brezno,geomorfp,državni,3,502799,60301,POINT (502799 60301)
ZOS_NV_PNT_JAME.20052,54260,,Kragulji vrh 4,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,504584,61067,POINT (504584 61067)
ZOS_NV_PNT_JAME.20056,54264,,Medvedji tanc,Brezno,geomorfp,državni,3,500279,64369,POINT (500279 64369)
ZOS_NV_PNT_JAME.20061,54269,,Pogorišče 3,Brezno,geomorfp,državni,3,503858,60484,POINT (503858 60484)
ZOS_NV_PNT_JAME.20065,54273,,Seč 6,Brezno,geomorfp,državni,3,509390,61175,POINT (509390 61175)
ZOS_NV_PNT_JAME.20069,54277,,Šnelerjevo brezno 2,Brezno,geomorfp,državni,3,505884,50179,POINT (505884 50179)
ZOS_NV_PNT_JAME.20074,54282,,Travni dol 10,Brezno,geomorfp,državni,3,508964,61525,POINT (508964 61525)
ZOS_NV_PNT_JAME.20078,54286,,Udor pod Vinsko cesto,Brezno,geomorfp,državni,3,497627,64600,POINT (497627 64600)
ZOS_NV_PNT_JAME.20085,54293,,Jama na Taljanovi kopi,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,514149,60608,POINT (514149 60608)
ZOS_NV_PNT_JAME.20096,54304,,Rasnovka 2,Brezno,geomorfp,državni,3,510718,64737,POINT (510718 64737)
ZOS_NV_PNT_JAME.20108,54316,,Brezno na Grižah 2,Brezno,geomorfp,državni,3,426816,90210,POINT (426816 90210)
ZOS_NV_PNT_JAME.20114,54322,,Brezno na Trnku,Brezno,geomorfp,državni,3,495651,67633,POINT (495651 67633)
ZOS_NV_PNT_JAME.19824,54032,,Jama porednega fanta,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,382167,136007,POINT (382167 136007)
ZOS_NV_PNT_JAME.19830,54038,,Kosobrinov rov,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,495333,128946,POINT (495333 128946)
ZOS_NV_PNT_JAME.19835,54043,,Rov v spodmolu,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,495184,140448,POINT (495184 140448)
ZOS_NV_PNT_JAME.19841,54049,,Tilnov meander,Vodoravna jama,geomorfp,državni,3,498121,140699,POINT (498121 140699)
ZOS_NV_PNT_JAME.19846,54054,,Dr. Novček,Poševno ali stopnjasto brezno,geomorfp,državni,3,441314,93042,POINT (441314 93042)
ZOS_NV_PNT_JAME.19864,54072,,Jama v Mali Prestrani,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,481884,83819,POINT (481884 83819)
ZOS_NV_PNT_JAME.17251,51459,,Opoldanska jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,462068,111846,POINT (462068.3204 111845.5726)
ZOS_NV_PNT_JAME.17255,51463,,Jama Plenski,Brezno,geomorfp,državni,3,395294,80164,POINT (395293.5184 80164.2137000002)
ZOS_NV_PNT_JAME.17260,51468,,Brezno ostrih nožev,Brezno,geomorfp,državni,3,511714,51304,POINT (511714.3383 51304.1903000008)
ZOS_NV_PNT_JAME.17265,51473,,Vučetinka,Brezno,geomorfp,državni,3,521260,40097,POINT (521260.3294 40097.0244999994)
ZOS_NV_PNT_JAME.17269,51477,,Medvedova sapa,Brezno,geomorfp,državni,3,435003,38683,POINT (435002.652 38683.1456000004)
ZOS_NV_PNT_JAME.17274,51482,,Tiranija demokracije,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,434227,40164,POINT (434226.6604 40164.1623999998)
ZOS_NV_PNT_JAME.17281,51489,,L 97 (Kanin),Brezno z občasnim ledom,geomorfp,državni,3,381873,133569,POINT (381873.4202 133568.5262)
ZOS_NV_PNT_JAME.17294,51502,,Brezno kvadkopter,Brezno s stalnim ledom,geomorfp,državni,3,415727,136219,POINT (415726.9393 136219.0221)
ZOS_NV_PNT_JAME.17299,51507,,K 75 (Kanin),Brezno,geomorfp,državni,3,382047,133882,POINT (382047.4345 133881.523499999)
ZOS_NV_PNT_JAME.17306,51514,,L 36a (Kanin),Brezno,geomorfp,državni,3,382531,133208,POINT (382531.4288 133207.5107)
ZOS_NV_PNT_JAME.17318,51526,,Brezno na Ugrajici,Brezno,geomorfp,državni,3,510100,34858,POINT (510100.1947 34858.0297999997)
ZOS_NV_PNT_JAME.17325,51533,,Tičarica 3,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,508218,37112,POINT (508218.1892 37112.0998)
ZOS_NV_PNT_JAME.18552,52760,,Kevderc v Unških talih,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,443666,72149,POINT (443666 72149)
ZOS_NV_PNT_JAME.18557,52765,,Kotel pri Oblaku,Brezno,geomorfp,državni,3,428953,84761,POINT (428953 84761)
ZOS_NV_PNT_JAME.18561,52769,,Lekanov spodmol,Vodoravna jama,geomorfp,državni,3,443818,81150,POINT (443818 81150)
ZOS_NV_PNT_JAME.18566,52774,,Meander pri Čolniški poti,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,444414,80757,POINT (444414 80757)
ZOS_NV_PNT_JAME.18575,52783,,Nadrt 8,Brezno,geomorfp,državni,3,429348,85154,POINT (429348 85154)
ZOS_NV_PNT_JAME.18589,52797,,Brezno Rešeto,Brezno,geomorfp,državni,3,438294,75022,POINT (438294 75022)
ZOS_NV_PNT_JAME.18598,52806,,Spodmol v Zalipovcih,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,473950,80696,POINT (473950 80696)
ZOS_NV_PNT_JAME.18970,53178,,H-17 (Brezovica),Poševno ali stopnjasto brezno,geomorfp,državni,3,439394,129297,POINT (439394 129297)
ZOS_NV_PNT_JAME.18974,53182,,Brezno na Kobili 5,Brezno,geomorfp,državni,3,432532,84647,POINT (432532 84647)
ZOS_NV_PNT_JAME.18979,53187,,Brezno nad nakladiščem v Bajtarskih talih,Poševno ali stopnjasto brezno,geomorfp,državni,3,433345,84469,POINT (433345 84469)
ZOS_NV_PNT_JAME.18984,53192,,Brezno 2 pod Skalno gorico,Brezno,geomorfp,državni,3,505676,54090,POINT (505676 54090)
ZOS_NV_PNT_JAME.18989,53197,,Brezno pod Anzlovim hribom,Brezno,geomorfp,državni,3,485093,70959,POINT (485093 70959)
ZOS_NV_PNT_JAME.18994,53202,,Jama na graščiški Steljnici,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,502127,42912,POINT (502127 42912)
ZOS_NV_PNT_JAME.18999,53207,,Amadeina jama,Brezno,geomorfp,državni,3,493883,58627,POINT (493883 58627)
ZOS_NV_PNT_JAME.19003,53211,,Krokarski studenec 1,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,492725,63936,POINT (492725 63936)
ZOS_NV_PNT_JAME.19021,53229,,Ameriško brezno,Brezno,geomorfp,državni,3,485232,45084,POINT (485232 45084)
ZOS_NV_PNT_JAME.19032,53240,,Brezno Mali vrh 3,Brezno,geomorfp,državni,3,430453,82011,POINT (430453 82011)
ZOS_NV_PNT_JAME.19037,53245,,Brezno na Kamnem vrhu 2,Brezno,geomorfp,državni,3,483418,74254,POINT (483418 74254)
ZOS_NV_PNT_JAME.19044,53252,,Brezno pod Ajbigom,Brezno,geomorfp,državni,3,484732,44718,POINT (484732 44718)
ZOS_NV_PNT_JAME.16417,50625,,L 94a (Kanin),Vodnjakasto brezno s snegom,geomorfp,državni,3,382002,133497,POINT (382002.4219 133496.5233)
ZOS_NV_PNT_JAME.16421,50629,,Jama neumnega telefona,Vodoravna jama,geomorfp,državni,3,401104,96459,POINT (401104.0813 96459.3299000002)
ZOS_NV_PNT_JAME.16426,50634,,Najina jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,464916,134434,POINT (464915.8765 134433.7784)
ZOS_NV_PNT_JAME.16431,50639,,EPP-3,Brezno,geomorfp,državni,3,416017,136286,POINT (416016.9482 136286.0241)
ZOS_NV_PNT_JAME.9703,43911,,Brezno sedmih škratov,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,486855,55613,POINT (486855 55613)
ZOS_NV_PNT_JAME.9710,43918,,Volčja jama,"Spodmol, kevdrc",geomorfp,državni,3,489303,51741,POINT (489303.0541 51740.6680999994)
ZOS_NV_PNT_JAME.10973,45181,,Ždroclasto brezno 4,Vodoravna jama,geomorfp,državni,3,458648,48126,POINT (458648.1325 48125.8475000001)
ZOS_NV_PNT_JAME.10978,45186,,Buldožerjevo brezo,Poševno ali stopnjasto brezno,geomorfp,državni,3,423848,95067,POINT (423848.4597 95066.9991999995)
ZOS_NV_PNT_JAME.10983,45191,,Flamingovo brezno,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,439088,79877,POINT (439088.3903 79876.5426000003)
ZOS_NV_PNT_JAME.10987,45195,,Jama pod Javorjevim gričem,Brezno,geomorfp,državni,3,430558,82277,POINT (430558.2507 82276.6633000001)
ZOS_NV_PNT_JAME.10993,45201,,Brezno pri planini Arto X-1,Brezno,geomorfp,državni,3,479960,139912,POINT (479960.222 139911.522500001)
ZOS_NV_PNT_JAME.11004,45212,,Brezno 2 na Kaliču,Brezno,geomorfp,državni,3,443035,71149,POINT (443035 71149)
ZOS_NV_PNT_JAME.11011,45219,,Brezno pod Lipo na Špičastem griču,Brezno,geomorfp,državni,3,446687,71751,POINT (446687 71751)
ZOS_NV_PNT_JAME.11025,45233,,Jama Čevelj,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,415398,59847,POINT (415397.6565 59846.5267999992)
ZOS_NV_PNT_JAME.11037,45245,,O 1 (Socerb),Poševno ali stopnjasto brezno,geomorfp,državni,3,413941,50637,POINT (413941 50637)
ZOS_NV_PNT_JAME.11044,45252,,Jama med Socerbom in Beko,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,412688,50997,POINT (412687.5304 50996.5004999992)
ZOS_NV_PNT_JAME.12306,46514,,Brezno pri Škrajneku,Poševno ali stopnjasto brezno,geomorfp,državni,3,475266,74315,POINT (475266 74315)
ZOS_NV_PNT_JAME.12311,46519,,Jama dveh bratov,Vodoravna jama,geomorfp,državni,3,480153,68878,POINT (480153.3706 68877.6888999995)
ZOS_NV_PNT_JAME.12325,46533,,SV R2,Brezno,geomorfp,državni,3,480922,141523,POINT (480922 141523)
ZOS_NV_PNT_JAME.12329,46537,,SV 9/94 K9,"Spodmol, kevdrc",geomorfp,državni,3,473430,134357,POINT (473429.9783 134356.5754)
ZOS_NV_PNT_JAME.12333,46541,,SV 5/94 K5,Brezno,geomorfp,državni,3,473250,134607,POINT (473249.9812 134606.5844)
ZOS_NV_PNT_JAME.12339,46547,,Brezno severno od Konja,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,401271,130767,POINT (401271 130767)
ZOS_NV_PNT_JAME.12345,46553,,Brezno v Brajdah-Obedica,Brezno,geomorfp,državni,3,400648,75687,POINT (400647.5299 75687.0574999992)
ZOS_NV_PNT_JAME.12352,46560,,Nabergojeva v steni,Vodoravna jama,geomorfp,državni,3,425338,79147,POINT (425338.0745 79146.6016000006)
ZOS_NV_PNT_JAME.11333,45541,,Jama v Sodolih,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,470875,57725,POINT (470875 57725)
ZOS_NV_PNT_JAME.11347,45555,,Brezno pri bolnici Jelendol,Brezno,geomorfp,državni,3,502670,62862,POINT (502670 62862)
ZOS_NV_PNT_JAME.11353,45561,,Prepadnica,Brezno,geomorfp,državni,3,508215,48042,POINT (508215 48042)
ZOS_NV_PNT_JAME.11360,45568,,Badovinčeva jama na Lavtrcah,Poševno ali stopnjasto brezno,geomorfp,državni,3,517618,66472,POINT (517618 66472)
ZOS_NV_PNT_JAME.11373,45581,,Snežna jama,Brezno s snegom,geomorfp,državni,3,433020,127575,POINT (433020.1755 127574.499500001)
