fid,koda_obm,nv_status,ime_obm,nv_kratka_oznaka,nv_zvrsti,nv_pomen,nv_rezim_vstop,nv_koord_e,nv_koord_n,geometry
ZOS_NV_PNT_JAME.11768,45976,,B 35 (Kanin),Poševno ali stopnjasto brezno,geomorfp,državni,3,381248,135199,POINT (381248.4492 135198.546399999)
ZOS_NV_PNT_JAME.11770,45978,,B 37 (Kanin),Brezno,geomorfp,državni,3,380198,136059,POINT (380198.4266 136058.578299999)
ZOS_NV_PNT_JAME.11772,45980,,B 39 (Kanin),Jama s stalnim ledom,geomorfp,državni,3,381428,136089,POINT (381428.4658 136088.548599999)
ZOS_NV_PNT_JAME.11779,45987,,B 46 (Kanin),Brezno s snegom,geomorfp,državni,3,381318,135919,POINT (381318.4642 135918.5495)
ZOS_NV_PNT_JAME.11781,45989,,D 34 (Kanin),Brezno s snegom,geomorfp,državni,3,382089,135198,POINT (382089.4739 135197.5277)
ZOS_NV_PNT_JAME.11782,45990,,G 36 (Kanin),"Spodmol, kevdrc",geomorfp,državni,3,382200,135972,POINT (382200.4723 135971.538799999)
ZOS_NV_PNT_JAME.11787,45995,,H 9 (Kanin),Poševno ali stopnjasto brezno,geomorfp,državni,3,382659,136392,POINT (382659.4693 136391.5417)
ZOS_NV_PNT_JAME.11791,45999,,Cifre,Poševno ali stopnjasto brezno,geomorfp,državni,3,460014,46938,POINT (460014 46938)
ZOS_NV_PNT_JAME.11793,46001,,M-16 (Tolminski Migovec),"Jamski sistem, Jama z občasnim tokom",geomorfp,državni,3,404702,124329,POINT (404702 124329)
ZOS_NV_PNT_JAME.11794,46002,,King Kong,"Brezno s stalnim ledom, Poševno ali stopnjasto brezno",geomorfp,državni,3,382197,135864,POINT (382197.4733 135863.5385)
ZOS_NV_PNT_JAME.13074,47282,,Caretovo brezno,Brezno,geomorfp,državni,3,448091,83509,POINT (448091 83509)
ZOS_NV_PNT_JAME.13076,47284,,Brezno 1 oddelku 6-b,Brezno,geomorfp,državni,3,445519,83657,POINT (445518.5298 83656.5456000008)
ZOS_NV_PNT_JAME.13077,47285,,Klemnovo brezno,Brezno,geomorfp,državni,3,447266,83640,POINT (447266 83640)
ZOS_NV_PNT_JAME.19892,54100,,LJ 29 (Kanin),Brezno,geomorfp,državni,3,381706,134295,POINT (381706 134295)
ZOS_NV_PNT_JAME.19893,54101,,LJ 30 (Kanin),"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,381697,134284,POINT (381697 134284)
ZOS_NV_PNT_JAME.19896,54104,,LJ 33 (Kanin),Brezno,geomorfp,državni,3,381997,134593,POINT (381997 134593)
ZOS_NV_PNT_JAME.19897,54105,,LJ 34 (Kanin),Brezno,geomorfp,državni,3,382120,134619,POINT (382120 134619)
ZOS_NV_PNT_JAME.19899,54107,,LJ 36 (Kanin),Brezno,geomorfp,državni,3,381803,134455,POINT (381803 134455)
ZOS_NV_PNT_JAME.19900,54108,,LJ 37 (Kanin),"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,381920,134467,POINT (381920 134467)
ZOS_NV_PNT_JAME.19902,54110,,LJ 39 (Kanin),Brezno,geomorfp,državni,3,381821,134541,POINT (381821 134541)
ZOS_NV_PNT_JAME.19904,54112,,LJ 41 (Kanin),Brezno,geomorfp,državni,3,382070,134652,POINT (382070 134652)
ZOS_NV_PNT_JAME.19905,54113,,LJ 42 (Kanin),Brezno,geomorfp,državni,3,382129,134635,POINT (382129 134635)
ZOS_NV_PNT_JAME.19908,54116,,LJ 45 (Kanin),Brezno,geomorfp,državni,3,381578,134835,POINT (381578 134835)
ZOS_NV_PNT_JAME.19911,54119,,LJ 48 (Kanin),Brezno,geomorfp,državni,3,382139,134841,POINT (382139 134841)
ZOS_NV_PNT_JAME.19912,54120,,LJ 49 (Kanin),Brezno,geomorfp,državni,3,382121,134825,POINT (382121 134825)
ZOS_NV_PNT_JAME.19915,54123,,Kamin v vojaški kaverni na Podkrasu,Vodoravna jama,geomorfp,državni,3,393009,128046,POINT (393009 128046)
ZOS_NV_PNT_JAME.19916,54124,,Skozenjc pri Podsmrečnici,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,391884,129368,POINT (391884 129368)
ZOS_NV_PNT_JAME.19917,54125,,Štirna pod Grolovo goro,Brezno,geomorfp,državni,3,434258,39371,POINT (434258 39371)
ZOS_NV_PNT_JAME.19920,54128,,Stari grehi,Brezno,geomorfp,državni,3,391801,129518,POINT (391801 129518)
ZOS_NV_PNT_JAME.19922,54130,,Majcenska jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,417485,67427,POINT (417485 67427)
ZOS_NV_PNT_JAME.19924,54132,,Jama nad Liscem,Vodoravna jama,geomorfp,državni,3,417049,121884,POINT (417049 121884)
ZOS_NV_PNT_JAME.19926,54134,,Jezernik,Vodoravna jama,geomorfp,državni,3,413489,122731,POINT (413489 122731)
ZOS_NV_PNT_JAME.19928,54136,,Golo Brdo 2,Jama stalni izvir,geomorfp,državni,3,455509,106802,POINT (455509 106802)
ZOS_NV_PNT_JAME.19929,54137,,Golo Brdo 3,Vodoravna jama,geomorfp,državni,3,454795,106219,POINT (454795 106219)
ZOS_NV_PNT_JAME.19930,54138,,Bareta,Poševno ali stopnjasto brezno,geomorfp,državni,3,414215,122860,POINT (414215 122860)
ZOS_NV_PNT_JAME.19938,54146,,Jama ob vlečnici,Brezno,geomorfp,državni,3,473323,129243,POINT (473323 129243)
ZOS_NV_PNT_JAME.19939,54147,,Poslančevo brezno,Brezno,geomorfp,državni,3,410904,71943,POINT (410904 71943)
ZOS_NV_PNT_JAME.19941,54149,,Brezno pod Babno Goro,Brezno,geomorfp,državni,3,450444,103387,POINT (450444 103387)
ZOS_NV_PNT_JAME.19942,54150,,Gotovc,Vodoravna jama,geomorfp,državni,3,395259,75676,POINT (395259 75676)
ZOS_NV_PNT_JAME.19944,54152,,Bezen na Rusovem travniku,Brezno,geomorfp,državni,3,402668,72167,POINT (402668 72167)
ZOS_NV_PNT_JAME.19945,54153,,Jama pra pra none Ančke,Brezno,geomorfp,državni,3,474382,84873,POINT (474382 84873)
ZOS_NV_PNT_JAME.19949,54157,,Šoht Triglavskega ledenika,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,413063,122563,POINT (413063 122563)
ZOS_NV_PNT_JAME.19951,54159,,Ta gorka pod Gradovcem,Poševno ali stopnjasto brezno,geomorfp,državni,3,414248,122835,POINT (414248 122835)
ZOS_NV_PNT_JAME.17333,51541,,Poč v Mejah pod Brdi,Brezno,geomorfp,državni,3,404503,69719,POINT (404502.5228 69718.8308000006)
ZOS_NV_PNT_JAME.17337,51545,,Bela peč 2,Brezno,geomorfp,državni,3,438020,124309,POINT (438020.2409 124309.328299999)
ZOS_NV_PNT_JAME.17338,51546,,Brezno 1 v oddelku 18,Brezno,geomorfp,državni,3,432665,127446,POINT (432665.163 127445.5096)
ZOS_NV_PNT_JAME.17339,51547,,Brezno 2 v oddelku 18,Brezno,geomorfp,državni,3,432650,127446,POINT (432650.1626 127445.5101)
ZOS_NV_PNT_JAME.17341,51549,,Brezno pod Ojstrico 1,Brezno,geomorfp,državni,3,433214,127400,POINT (433214.1765 127400.4903)
ZOS_NV_PNT_JAME.17342,51550,,Brezno pri Strženci,Brezno,geomorfp,državni,3,433435,129820,POINT (433435.2401 129819.524700001)
ZOS_NV_PNT_JAME.17343,51551,,Jama nad Kamno Gorico 2,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,437985,130657,POINT (437985.4226 130657.4135)
ZOS_NV_PNT_JAME.17345,51553,,Japonka,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,430848,130015,POINT (430848.1748 130014.6184)
ZOS_NV_PNT_JAME.9842,44050,,F 43 (Kanin),Brezno s snegom,geomorfp,državni,3,382638,134339,POINT (382638.4653 134338.5123)
ZOS_NV_PNT_JAME.9845,44053,,F 46 (Kanin),Brezno s snegom,geomorfp,državni,3,382578,134259,POINT (382578.4612 134258.5134)
ZOS_NV_PNT_JAME.9847,44055,,F 48 (Kanin),Brezno,geomorfp,državni,3,382598,134259,POINT (382598.4618 134258.5129)
ZOS_NV_PNT_JAME.9849,44057,,F 50 (Kanin),Brezno s snegom,geomorfp,državni,3,382518,134249,POINT (382518.4591 134248.514599999)
ZOS_NV_PNT_JAME.9853,44061,,F 54 (Kanin),Brezno s snegom,geomorfp,državni,3,382718,134389,POINT (382718.4692 134388.5108)
ZOS_NV_PNT_JAME.9854,44062,,F 55 (Kanin),Brezno s snegom,geomorfp,državni,3,382818,134459,POINT (382818.4715 134458.5107)
ZOS_NV_PNT_JAME.9855,44063,,Brezno 2 v Špiku,Brezno,geomorfp,državni,3,423678,95187,POINT (423678.4536 95187.0042000003)
ZOS_NV_PNT_JAME.9857,44065,,Škularjevo brezno,"Brezno, Vodnjakasto brezno s snegom",geomorfp,državni,3,426508,82947,POINT (426508.1519 82946.6749000009)
ZOS_NV_PNT_JAME.9861,44069,,Rogorcovo brezno,Brezno,geomorfp,državni,3,423528,87187,POINT (423528.2603 87186.8172999993)
ZOS_NV_PNT_JAME.9862,44070,,Rovtarski brezen 2,Brezno z občasnim ledom,geomorfp,državni,3,413488,91797,POINT (413488.0664 91796.9936999995)
ZOS_NV_PNT_JAME.9864,44072,,Beli brezen 1,Poševno ali stopnjasto brezno,geomorfp,državni,3,414051,92248,POINT (414051 92248)
ZOS_NV_PNT_JAME.9868,44076,,Tomažkovo brezno,Brezno,geomorfp,državni,3,428078,89037,POINT (428078.3827 89036.8535999991)
ZOS_NV_PNT_JAME.9869,44077,,Pevcovo brezno 2,Brezno,geomorfp,državni,3,425228,93087,POINT (425228.4654 93086.9612000007)
ZOS_NV_PNT_JAME.9872,44080,,Golobje brezno,Brezno,geomorfp,državni,3,446188,47771,POINT (446187.9962 47770.9675999992)
ZOS_NV_PNT_JAME.9873,44081,,Vodovodno brezno na Trebežu,Brezno,geomorfp,državni,3,403968,93737,POINT (403967.9913 93737.1995000001)
ZOS_NV_PNT_JAME.9875,44083,,Požarjeva jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,445666,55544,POINT (445666.1372 55544.1264999993)
ZOS_NV_PNT_JAME.9876,44084,,Škrvanova jama,Brezno,geomorfp,državni,3,447822,55336,POINT (447822.1665 55336.1011999995)
ZOS_NV_PNT_JAME.9880,44088,,Jazbina Fabijanca,Brezno,geomorfp,državni,3,410221,70130,POINT (410221 70130)
ZOS_NV_PNT_JAME.9881,44089,,Temnica jama,Brezno,geomorfp,državni,3,409958,70037,POINT (409957.698 70036.7613999993)
ZOS_NV_PNT_JAME.9883,44091,,Ščukova jama 2,Brezno,geomorfp,državni,3,410238,70600,POINT (410238 70600)
ZOS_NV_PNT_JAME.9886,44094,,Brezno Pri jamah,Brezno,geomorfp,državni,3,410388,70177,POINT (410387.7068 70176.7522999998)
ZOS_NV_PNT_JAME.11132,45340,,Mihlavžkova polšna na Planini,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,477816,80439,POINT (477816 80439)
ZOS_NV_PNT_JAME.11133,45341,,Bidrhova jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,478724,79279,POINT (478724 79279)
ZOS_NV_PNT_JAME.11137,45345,,Trpinova jama,Vodoravna jama,geomorfp,državni,3,479089,80454,POINT (479089 80454)
ZOS_NV_PNT_JAME.11139,45347,,Žerinova jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,478629,75486,POINT (478628.5492 75485.7116)
ZOS_NV_PNT_JAME.11140,45348,,Ocvirkova jama v Štadlerjevem gozdu,Vodoravna jama,geomorfp,državni,2,516314,118768,POINT (516314 118768)
ZOS_NV_PNT_JAME.11141,45349,,Božičnica pri Hotičini,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,424183,48241,POINT (424182.618 48241.3118999992)
ZOS_NV_PNT_JAME.11144,45352,,Pečina v Javi,Vodoravna jama,geomorfp,državni,3,401313,79542,POINT (401312.6293 79542.1309999991)
ZOS_NV_PNT_JAME.11145,45353,,Brezno v dolini Lazci,Brezno,geomorfp,državni,3,400808,79912,POINT (400807.6304 79912.1470999997)
ZOS_NV_PNT_JAME.11148,45356,,Pečina pri Poučevi jami,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,397489,76797,POINT (397489 76797)
ZOS_NV_PNT_JAME.11151,45359,,Jama v Zagolem vrhu,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,399678,78407,POINT (399677.5705 78407.1404999997)
ZOS_NV_PNT_JAME.11154,45362,,Jama v Globokem dolu,Brezno,geomorfp,državni,3,400978,77927,POINT (400977.589 77927.1015000008)
ZOS_NV_PNT_JAME.11155,45363,,Globonica na Novicah,Poševno ali stopnjasto brezno,geomorfp,državni,3,401038,78772,POINT (401037.6097 78772.1194000002)
ZOS_NV_PNT_JAME.11158,45366,,Jama na Rabotnici,Brezno,geomorfp,državni,3,406543,78787,POINT (406542.7147 78786.9981999993)
ZOS_NV_PNT_JAME.11159,45367,,Grižnikova jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,405598,78462,POINT (405597.6912 78462.0116000008)
ZOS_NV_PNT_JAME.11160,45368,,Jama pri Grižnikovi jami,Brezno,geomorfp,državni,3,405518,78557,POINT (405517.6912 78557.0155999996)
ZOS_NV_PNT_JAME.14228,48436,,Jama pod planiko,"Spodmol, kevdrc",geomorfp,državni,3,466646,130280,POINT (466645.8069 130279.7304)
ZOS_NV_PNT_JAME.14230,48438,,Alenkina jama,Brezno,geomorfp,državni,3,465995,132617,POINT (465994.8458 132616.7541)
ZOS_NV_PNT_JAME.14231,48439,,Kriško brezno,Poševno ali stopnjasto brezno,geomorfp,državni,3,471040,120407,POINT (471039.6363 120406.5035)
ZOS_NV_PNT_JAME.14234,48442,,Jama pod Žalami,"Spodmol, kevdrc",geomorfp,državni,3,469800,120627,POINT (469799.6317 120626.546700001)
ZOS_NV_PNT_JAME.14235,48443,,Brezno na Kekcu,Brezno,geomorfp,državni,3,485690,118796,POINT (485689.7901 118796.0744)
ZOS_NV_PNT_JAME.14237,48445,,Koren 2,Poševno ali stopnjasto brezno,geomorfp,državni,3,465893,130582,POINT (465892.8123 130581.7402)
ZOS_NV_PNT_JAME.14239,48447,,Koren 4,Brezno,geomorfp,državni,3,465928,130686,POINT (465927.8139 130685.740599999)
ZOS_NV_PNT_JAME.10135,44343,,Brezno ob cesti na Stare hleve,Brezno,geomorfp,državni,3,433689,130463,POINT (433689.2619 130462.528200001)
ZOS_NV_PNT_JAME.10138,44346,,Jama na Suhrni,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,435869,130583,POINT (435869.3396 130583.466700001)
ZOS_NV_PNT_JAME.10140,44348,,Brezno nad Dovci,Brezno s snegom,geomorfp,državni,3,447449,77307,POINT (447449 77307)
ZOS_NV_PNT_JAME.10141,44349,,Jakoševa jama 2,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,444629,98957,POINT (444629 98957)
ZOS_NV_PNT_JAME.10143,44351,,Smoletova jama,Brezno,geomorfp,državni,3,451929,87786,POINT (451928.6874 87786.4946999997)
ZOS_NV_PNT_JAME.10145,44353,,Brezno na Srobotniku,Brezno,geomorfp,državni,3,452929,87986,POINT (452928.7003 87986.4702000003)
ZOS_NV_PNT_JAME.10146,44354,,Jama nad jezom,"Spodmol, kevdrc",geomorfp,državni,3,460249,85176,POINT (460248.7178 85176.2989000008)
ZOS_NV_PNT_JAME.10148,44356,,Jama 3 nad,"Spodmol, kevdrc",geomorfp,državni,3,460779,84926,POINT (460778.716 84926.2861000001)
ZOS_NV_PNT_JAME.10149,44357,,Brezno ob cesti Škrilje-Mokrec,Brezno,geomorfp,državni,3,462902,86389,POINT (462902 86389)
ZOS_NV_PNT_JAME.10150,44358,,Odminirano brezno,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,464529,82536,POINT (464528.6871 82536.1695000008)
ZOS_NV_PNT_JAME.10152,44360,,Zelena jama,Brezno,geomorfp,državni,3,483249,91216,POINT (483249.0087 91215.7778999992)
ZOS_NV_PNT_JAME.10154,44362,,Jerinova jama,"Spodmol, kevdrc",geomorfp,državni,3,479912,80179,POINT (479912 80179)
ZOS_NV_PNT_JAME.10155,44363,,Jama na Grandovki,Brezno,geomorfp,državni,3,482253,80558,POINT (482253 80558)
ZOS_NV_PNT_JAME.10158,44366,,Udor pod Dolenjimi Poljanami,"Spodmol, kevdrc",geomorfp,državni,3,462803,60986,POINT (462803.2947 60985.8925999999)
ZOS_NV_PNT_JAME.10159,44367,,Čampava jama v Kotnicah,Poševno ali stopnjasto brezno,geomorfp,državni,3,462851,62292,POINT (462851.3132 62291.8940999992)
ZOS_NV_PNT_JAME.10160,44368,,Brezno na čistini,Brezno,geomorfp,državni,3,448579,96537,POINT (448578.8895 96536.6547999997)
ZOS_NV_PNT_JAME.10162,44370,,Jama 1 v Repoluskovih pečinah,"Vodoravna jama, Jama z bazeni nakapane vode",geomorfp,državni,3,547323,171313,POINT (547323.0642 171312.7039)
ZOS_NV_PNT_JAME.10163,44371,,Jama 2 v Repoluskovih pečinah,Jama z bazeni nakapane vode,geomorfp,državni,3,547282,171314,POINT (547282.0638 171313.7051)
ZOS_NV_PNT_JAME.10168,44376,,Brezno v rdečem kamnolomu,Poševno ali stopnjasto brezno,geomorfp,državni,3,447869,97067,POINT (447868.8973 97066.6762000006)
ZOS_NV_PNT_JAME.10169,44377,,Skedenj,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,416333,47694,POINT (416332.5107 47694.4177999999)
ZOS_NV_PNT_JAME.10173,44381,,Arhova zijalka,"Spodmol, kevdrc",geomorfp,državni,3,445783,130160,POINT (445783 130160)
ZOS_NV_PNT_JAME.10177,44385,,Palčkova jama,Vodoravna jama,geomorfp,državni,3,495994,130119,POINT (495994 130119)
ZOS_NV_PNT_JAME.10180,44388,,Jazbinka,"Spodmol, kevdrc",geomorfp,državni,3,487265,62357,POINT (487265 62357)
ZOS_NV_PNT_JAME.10181,44389,,Jama v Volčjaku,Poševno ali stopnjasto brezno,geomorfp,državni,3,411698,58947,POINT (411697.6014 58946.5695999991)
ZOS_NV_PNT_JAME.10183,44391,,Brezno v paredu,Poševno ali stopnjasto brezno,geomorfp,državni,3,410638,61647,POINT (410637.5962 61646.6188999992)
ZOS_NV_PNT_JAME.10184,44392,,Barkonovo brezno,Brezno,geomorfp,državni,3,411098,62627,POINT (411097.6095 62626.6230999995)
ZOS_NV_PNT_JAME.10187,44395,,Jama v Vršičkih,Brezno,geomorfp,državni,3,414868,60887,POINT (414867.6579 60886.5457000006)
ZOS_NV_PNT_JAME.10188,44396,,Jama na hribu,Poševno ali stopnjasto brezno,geomorfp,državni,3,411038,69097,POINT (411037.6988 69096.7199000008)
ZOS_NV_PNT_JAME.13078,47286,,Jašek ob vojaški cesti,Brezno,geomorfp,državni,3,445954,84082,POINT (445953.5445 84081.5477000009)
ZOS_NV_PNT_JAME.13080,47288,,Brezno pod medvedjim brlogom,Brezno,geomorfp,državni,3,445396,85174,POINT (445396 85174)
ZOS_NV_PNT_JAME.13081,47289,,Brezno velike noge,Brezno,geomorfp,državni,3,445434,85280,POINT (445434 85280)
ZOS_NV_PNT_JAME.13083,47291,,Maticovo brezno,"Poševno ali stopnjasto brezno, Jama z bazeni nakapane vode",geomorfp,državni,3,447913,87306,POINT (447913 87306)
ZOS_NV_PNT_JAME.13084,47292,,Jama pri tisi pod Ljubljanskim vrhom,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,445329,87812,POINT (445328.6022 87811.6535999998)
ZOS_NV_PNT_JAME.13086,47294,,Odžagano brezno 2,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,447830,97059,POINT (447829.8963 97058.6767999995)
ZOS_NV_PNT_JAME.13089,47297,,Bruhalnik nad Peklom,Jama občasni izvir,geomorfp,državni,3,450904,83111,POINT (450903.5904 83111.4393000007)
ZOS_NV_PNT_JAME.13091,47299,,Brezno Bogumila Brinška,Poševno ali stopnjasto brezno,geomorfp,državni,3,459358,44366,POINT (459358.0221 44365.7848000005)
ZOS_NV_PNT_JAME.13092,47300,,U-profil,Poševno ali stopnjasto brezno,geomorfp,državni,3,458658,47906,POINT (458658.126 47905.8444999997)
ZOS_NV_PNT_JAME.13093,47301,,Podložki udor 2,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,457538,65706,POINT (457538.3036 65705.9534000009)
ZOS_NV_PNT_JAME.13097,47305,,PK-11,Vodoravna jama,geomorfp,državni,3,465790,134867,POINT (465789.8829 134866.772600001)
ZOS_NV_PNT_JAME.13098,47306,,PK-14,Brezno,geomorfp,državni,3,465620,134927,POINT (465619.884 134926.774800001)
ZOS_NV_PNT_JAME.13100,47308,,PK-10,Brezno,geomorfp,državni,3,465745,134892,POINT (465744.8834 134891.7732)
ZOS_NV_PNT_JAME.13101,47309,,PK-9,Brezno,geomorfp,državni,3,465725,134902,POINT (465724.8836 134901.773499999)
ZOS_NV_PNT_JAME.13102,47310,,PK-15,Brezno,geomorfp,državni,3,465560,134907,POINT (465559.8837 134906.7751)
ZOS_NV_PNT_JAME.13104,47312,,PK-17,Brezno,geomorfp,državni,3,465660,134922,POINT (465659.8839 134921.7744)
ZOS_NV_PNT_JAME.13106,47314,,PK-5,Brezno s snegom,geomorfp,državni,3,465670,134937,POINT (465669.8841 134936.7743)
ZOS_NV_PNT_JAME.13108,47316,,PK-6,Brezno,geomorfp,državni,3,465700,134942,POINT (465699.8841 134941.7741)
ZOS_NV_PNT_JAME.13109,47317,,PK-2,Brezno s snegom,geomorfp,državni,3,465625,134947,POINT (465624.8843 134946.775)
ZOS_NV_PNT_JAME.13112,47320,,Lopa pod Skuto,"Spodmol, kevdrc",geomorfp,državni,3,465940,135792,POINT (465939.8977 135791.779300001)
ZOS_NV_PNT_JAME.13116,47324,,Jazbina 2,Vodoravna jama,geomorfp,državni,3,479351,131053,POINT (479351 131053)
ZOS_NV_PNT_JAME.13118,47326,,Bela zijalka,Vodoravna jama,geomorfp,državni,3,476030,131406,POINT (476029.9146 131406.448899999)
ZOS_NV_PNT_JAME.13121,47329,,Zamerška luknja,Vodoravna jama,geomorfp,državni,3,477278,132150,POINT (477277.9521 132150.4146)
ZOS_NV_PNT_JAME.13125,47333,,Planica 3,Brezno,geomorfp,državni,3,476970,133286,POINT (476969.9891 133286.4406)
ZOS_NV_PNT_JAME.13127,47335,,Bogotova jama,Vodoravna jama,geomorfp,državni,3,476180,131716,POINT (476179.9254 131716.4464)
ZOS_NV_PNT_JAME.13128,47336,,VT-3,Jama s snegom,geomorfp,državni,3,474970,135467,POINT (474970.0452 135466.5395)
ZOS_NV_PNT_JAME.13131,47339,,Sveta Uršula,Brezno s snegom,geomorfp,državni,3,474750,135868,POINT (474750 135868)
ZOS_NV_PNT_JAME.13132,47340,,Sveti Vid,Brezno s snegom,geomorfp,državni,3,474832,135932,POINT (474832 135932)
ZOS_NV_PNT_JAME.13135,47343,,Brezno v Zamerških pečeh,Brezno,geomorfp,državni,3,477180,132196,POINT (477179.9527 132196.418500001)
ZOS_NV_PNT_JAME.13140,47348,,Brezno na jasi,Brezno,geomorfp,državni,3,480222,140278,POINT (480222 140278)
ZOS_NV_PNT_JAME.13143,47351,,Špranja med udornico,Brezno s stalnim ledom,geomorfp,državni,3,479690,140257,POINT (479690.2312 140256.531099999)
ZOS_NV_PNT_JAME.13144,47352,,SV 5R,Brezno,geomorfp,državni,3,480610,141167,POINT (480610.2591 141166.530099999)
ZOS_NV_PNT_JAME.13145,47353,,SV 4R,Brezno s snegom,geomorfp,državni,3,480570,141207,POINT (480570.2602 141206.531099999)
ZOS_NV_PNT_JAME.13147,47355,,SV 2R,Brezno,geomorfp,državni,3,480780,141457,POINT (480780.2667 141456.5317)
ZOS_NV_PNT_JAME.13152,47360,,Jama maneverski metek,Brezno,geomorfp,državni,3,487868,64326,POINT (487868.3612 64325.5978999995)
ZOS_NV_PNT_JAME.13156,47364,,Jama Križem vrh,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,487978,67175,POINT (487978.4278 67175.4694999997)
ZOS_NV_PNT_JAME.14494,48702,,Brezno na Raduhi 3,Brezno s snegom,geomorfp,državni,3,480252,141051,POINT (480252.2562 141050.5337)
ZOS_NV_PNT_JAME.17348,51556,,M-17 (Jelovica),Brezno,geomorfp,državni,3,438081,126817,POINT (438081.31 126817.354900001)
ZOS_NV_PNT_JAME.17349,51557,,M-26 (Jelovica),Brezno,geomorfp,državni,3,437939,126736,POINT (437939.3022 126736.3573)
ZOS_NV_PNT_JAME.17350,51558,,Na dolinah 1,Brezno,geomorfp,državni,3,435677,130236,POINT (435677.3223 130236.4638)
ZOS_NV_PNT_JAME.17352,51560,,Požiralnik pri Martinčku,"Jama z breznom in etažami, poševna jama, Jama občasni ponor",geomorfp,državni,3,433482,128613,POINT (433482.2135 128612.4999)
ZOS_NV_PNT_JAME.17353,51561,,R-4 (Ribenska planina),Brezno,geomorfp,državni,3,431411,131699,POINT (431411.2289 131698.631100001)
ZOS_NV_PNT_JAME.17355,51563,,Rudnik pod Markovo potjo,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,438149,128721,POINT (438149.3717 128721.3739)
ZOS_NV_PNT_JAME.17357,51565,,Udor pri Martinčku,Brezno,geomorfp,državni,3,432991,128722,POINT (432991.2027 128721.519099999)
ZOS_NV_PNT_JAME.17358,51566,,VDV-5 (Veliki Draški vrh),Brezno,geomorfp,državni,3,413804,136020,POINT (413803.8876 136020.016100001)
ZOS_NV_PNT_JAME.17360,51568,,Vreče 10,Brezno,geomorfp,državni,3,439000,130557,POINT (439000.4587 130557.3848)
ZOS_NV_PNT_JAME.17363,51571,,Brezno 1 pod Ajbikom,"Spodmol, kevdrc",geomorfp,državni,3,491635,45167,POINT (491634.9792 45167.4847999997)
ZOS_NV_PNT_JAME.17365,51573,,Brezno 1 pri bolnici Zgornje Lašče,Brezno,geomorfp,državni,3,499121,65208,POINT (499121.4499 65208.4214999992)
ZOS_NV_PNT_JAME.17369,51577,,Brezno 2 pri bolnici Zgornje Lašče,Brezno,geomorfp,državni,3,499591,65314,POINT (499591.4549 65314.4153000005)
ZOS_NV_PNT_JAME.17371,51579,,Brezno 3 pri bolnici Zgornje Lašče,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,499435,65502,POINT (499435 65502)
ZOS_NV_PNT_JAME.17373,51581,,Brezno klamfa,Brezno,geomorfp,državni,3,497546,61999,POINT (497546.3337 61998.5109999999)
ZOS_NV_PNT_JAME.17375,51583,,Brezno pod Bolvikom,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,492691,46040,POINT (492691 46040)
ZOS_NV_PNT_JAME.17377,51585,,Francoska jama nad Dolom,Brezno,geomorfp,državni,3,504362,39684,POINT (504362.1433 39684.2331000008)
ZOS_NV_PNT_JAME.17378,51586,,Izvir Stejgonca,Jama občasni izvir,geomorfp,državni,3,512693,52766,POINT (512693 52766)
ZOS_NV_PNT_JAME.17382,51590,,Jama pri Muhi vasi,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,493814,43984,POINT (493814.0069 43984.4563999996)
ZOS_NV_PNT_JAME.17384,51592,,Jazbečevo brezno 2,Brezno,geomorfp,državni,3,495833,64774,POINT (495833.4253 64774.4556000009)
ZOS_NV_PNT_JAME.17386,51594,,Kraljevi studenec 2,Brezno,geomorfp,državni,3,497139,61887,POINT (497139.3287 61886.5167999994)
ZOS_NV_PNT_JAME.17388,51596,,Kraljevi studenec 4,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,497449,61766,POINT (497449.325 61765.5164999999)
ZOS_NV_PNT_JAME.17390,51598,,Kraljevi studenec 6,Vodoravna jama,geomorfp,državni,3,497283,61999,POINT (497283 61999)
